"gene_id"	"Vegetative_PA"	"Streaming_PA"	"Mound_PA"	"Fruiting_PA"	"length"	"Vegetative_SW"	"Streaming_SW"	"Mound_SW"	"Fruiting_SW"
"5335"	"DDB_G0279253"	1.11290699798521	22.8508283567687	23.9941433175097	5.91533032364377	1539	0.3221315	2.719915	1.69768	0.4216955
"5336"	"DDB_G0279255"	26.3685276757152	14.0024748286977	9.53541535971506	8.61400684008098	5097	1.752335	4.447275	0.9097645	0.9505435
"5337"	"DDB_G0279257"	0	8.53317086792234	0	1.0957722579538	984	0.02067455	0.0122942	0.0116004	0.021479
"5338"	"DDB_G0279259"	0.892744926225952	24.9443239413812	6.99172069439505	1.86528955260377	2526	0.4315195	0.524196	0.177412	0.358876
"5339"	"DDB_G0279261"	0.77724824326817	4.20242612745358	14.7540275985986	8.47949705619942	1911	0.273351	0.7669915	0.9421825	0.774548
"5340"	"DDB_G0279263"	103.708459655263	111.961684275554	77.3080208797121	17.7006207340293	2229	1.53778	4.09616	3.457145	1.0089775
"5341"	"DDB_G0279265"	18.5931370127385	77.1160085127694	75.1471587863201	45.6325769631081	687	3.42583	19.24865	10.6392	4.94151
"5342"	"DDB_G0279267"	11.2936672919225	1274.88829940159	1668.99689326148	854.250063631151	4470	0.908683	12.90965	21.44895	12.0493
"5343"	"DDB_G0279269"	0	0	0	0	156	708.716	1053.345	287.665	320.3545
"5344"	"DDB_G0279271"	13.4892125452106	95.3018828274298	126.010273847953	83.6616660077003	1029	1.698455	37.58115	31.7198	10.32171
"5345"	"DDB_G0279273"	15.9183208870196	2.56090116505002	5.16777146763915	55.9280935975192	243	6.81148	17.09885	16.3095	55.2327
"5346"	"DDB_G0279275"	33.1099927444718	3.38980479482772	4.26251771786757	172.794022448182	1704	0.503546	0.8933485	0.8118255	15.2499
"5347"	"DDB_G0279277"	35.4819783490265	50.2340161103062	41.6402554865657	12.3079728507865	1086	3.941895	16.18345	6.917515	1.70326
"5348"	"DDB_G0279279"	12.2999102658502	140.745245009558	129.647932468588	57.5108096749746	1164	1.781575	29.2823	21.49325	7.46422
"5349"	"DDB_G0279281"	16.9229530626361	96.8871506687737	62.1428288911277	33.1897398318748	2412	2.482715	18.13965	7.56262	3.78761
"5350"	"DDB_G0279285"	49.2408837095276	138.288522266198	86.6882612157262	48.7770368177821	1722	6.428155	29.95415	11.90085	5.18142
"5351"	"DDB_G0279287"	224.998355592733	381.822636825805	546.144120743267	208.284807187413	1353	13.3446	14.1556	28.8419	14.1129
"5352"	"DDB_G0279289"	30.8008544788585	50.182523031505	31.7323615387028	26.7831003032924	750	4.048455	17.4408	5.827525	1.485215
"5353"	"DDB_G0279291"	1238.15800708356	1168.25466263491	512.8221990307	208.469642015762	1422	17.70215	43.05605	27.90815	11.89675
"5354"	"DDB_G0279293"	0	2.82366542133497	0	0	249	0.271008	0.410022	0.3491885	0.484022
"5355"	"DDB_G0279295"	0	0	0	0	243	0	0	0.187317	0.52128
"5356"	"DDB_G0279297"	0	0	0	0	258	0.10941	0.206409	0	0.743208
"5357"	"DDB_G0279299"	0	0	0	0	411	0.0769195	0	0	0.0920985
"5358"	"DDB_G0279301"	18.1233024691493	73.1405276526424	61.1681241771554	20.8047908687478	2376	2.328265	8.85114	6.01839	3.279255
"5359"	"DDB_G0279303"	37.4004697801981	74.7806945012678	53.4941749357579	14.7673113220436	1725	3.36429	25.2188	9.76429	4.017205
"5360"	"DDB_G0279305"	0	87.4856794240478	55.7175729195908	54.2330313155657	579	0.0206995	3.727185	54.4534	6.555355
"5361"	"DDB_G0279307"	1.99422220052936	14.4961226766242	4.25955923253047	4.37587877975474	1761	0.04544705	0.5336555	2.237895	1.37995
"5362"	"DDB_G0279309"	462.573460915219	384.229503915251	318.602609936697	574.545836232621	3627	13.2733	67.18755	48.86095	31.12465
"5363"	"DDB_G0279311"	60.1038663257937	173.653938960948	179.495500504949	131.213954041444	2403	3.91048	10.319925	11.0303	6.197945
"5364"	"DDB_G0279313"	34.8470444001376	133.656380300704	151.240650432546	110.782087582	3099	1.520545	4.62303	3.61945	2.940265
"5365"	"DDB_G0279315"	9.17724599300252	11.8585149697296	18.0785840415368	4.04215946858102	1836	1.655235	17.4903	9.523405	1.425025
"5366"	"DDB_G0279317"	19.3746207598987	55.8851407656371	65.5954012808579	55.0515234597956	2184	5.7407	5.951845	5.388785	6.49576
"5367"	"DDB_G0279319"	0	0	0	0	1062	0.1556195	0.6116615	0.2220225	0.244809
"5368"	"DDB_G0279321"	5.42940343468359	5.59029415257849	5.31118948668538	7.60679574963901	1488	5.08442	3.671275	0.945453	1.54436
"5369"	"DDB_G0279323"	9.55948338916505	28.241437171517	23.908719272484	10.9190370267768	1740	1.510837	3.851	2.69354	1.940065
"5370"	"DDB_G0279325"	8.18897550714873	1.33001864005857	2.44736058139391	2.83456656560043	4311	0.6636785	1.526625	0.2879445	0.60785
"5371"	"DDB_G0279327"	30.8403292340756	70.4075734228884	88.3561171775916	35.8369453183484	3333	2.32932	3.557205	3.42967	1.73371
"5372"	"DDB_G0279329"	10.6317608805474	5.60453197701236	5.26838315792451	6.52087713523958	3912	1.55852	1.659385	0.7880215	0.489795
"5373"	"DDB_G0279331"	12.0583634183458	10.4958069544851	7.08825010545876	7.16567755470484	714	1.15932	4.954325	2.36091	1.529665
"5374"	"DDB_G0279333"	0	3.27175752422055	1.88702583184392	7.02345236003542	396	0.9354605	2.103515	1.741925	2.58942
"5375"	"DDB_G0279335"	44.1356372168478	34.0671019027184	44.5656365261831	29.1302726459403	1734	3.80756	7.191955	5.384755	7.235105
"5376"	"DDB_G0279337"	43.1443532395257	5977.31309858669	447.11806387398	145.965649894788	1125	0.0164275	195.705	221.333	7.9633
"5377"	"DDB_G0279339"	0	3.00486724655017	16.2219160993454	6.55843218109313	1050	0.00895585	0.1745275	0.557681	0.26802
"5378"	"DDB_G0279341"	0	0	0.269928107464515	0	1275	0.07935005	0.06406655	0.03361695	0.0234913
"5379"	"DDB_G0279343"	5.5739708702355	66.3017002311603	180.262814302664	4.46600289379754	1155	3.498075	17.45865	30.89615	0.9175395
"5380"	"DDB_G0279345"	131.19996267954	301.3070672909	331.234453349352	171.992579002942	2040	2.98326	26.72205	17.2179	14.42825
"5381"	"DDB_G0279347"	67.3317347793739	18.4382303526887	16.5088813760898	10.1231176545606	4410	1.2433	1.385225	0.5665045	0.665041
"5382"	"DDB_G0279349"	8.85729096970848	24.3997132302276	9.26056672657559	6.41906990316641	1950	0.550762	4.43847	0.4807915	0.258447
"5383"	"DDB_G0279351"	140.46546821007	221.013794277923	176.018135935043	179.587768308533	474	29.98965	71.01955	52.75935	38.84285
"5384"	"DDB_G0279353"	0	0.668152301048405	0.341854561723277	158.939236359822	1173	0	0	0	4.693635
"5385"	"DDB_G0279353"	0	0.668152301048405	0.341854561723277	158.939236359822	1164	0	0.0099049	0	2.2936795
"5386"	"DDB_G0279355"	0	0	0.434689129852826	100.201679939457	1146	0	0.0101012	0.01945105	7.177855
"5387"	"DDB_G0279357"	59.9702812550491	16.9383389664838	25.3895003350613	12.2247369857851	1041	1.892335	2.47257	2.317485	1.95845
"5388"	"DDB_G0279359"	14.1061382847603	25.8281747861906	28.0444558412725	5.31130048637689	471	1.56399	2.81777	4.21053	1.1095285
"5389"	"DDB_G0279361"	5.52708740134391	41.1269509973192	28.905685167719	1307.35592320474	825	0.168993	1.124372	3.15818	208.4805
"5390"	"DDB_G0279363"	4.85010144253337	209.010223871848	316.34883995627	381.289177031962	516	1.4724195	106.57055	157.9975	55.57155
"5391"	"DDB_G0279365"	31.0155773184313	105.793789488748	109.682099519001	97.0257923766987	3495	1.37298	2.02376	2.112165	3.407135
"5392"	"DDB_G0279367"	211.409287281131	376.62707177791	334.694413972406	264.29700151537	1683	2.996975	16.2863	13.73095	12.28885
"5393"	"DDB_G0279369"	97.9228861099259	143.868951116549	364.383426698343	155.875612714827	2190	7.787025	38.368	32.9726	5.04043
"5394"	"DDB_G0279371"	4.60293905607021	3.00358119302829	6.51696136706382	5.95700504660319	2964	2.158595	1.30757	0.4751225	0.486842
"5395"	"DDB_G0279373"	121.858205347745	202.448996038917	154.836783607117	60.5382495367545	1491	3.14492	11.35315	15.03775	5.35176
"5396"	"DDB_G0279375"	11.2077166751894	101.20211866132	67.5951221925598	43.9521692016385	1023	5.85539	37.5024	29.41215	10.052795
"5397"	"DDB_G0279377"	223.526498935664	409.306092948399	355.343372480523	139.93104202329	1671	13.2046	43.23005	27.09965	13.5434
"5398"	"DDB_G0279381"	1.09626325364932	1.60004193907493	1.34757747367436	1.73726374851754	1758	0.9655395	0.7855375	0.2915025	0.265275
"5399"	"DDB_G0279383"	0	6.24129627044619	18.9125616389781	31.9978848544598	1011	0.1272635	0.2284925	0.577832	3.585705
"5400"	"DDB_G0279385"	0	2.70038885477943	0.353492377447325	0.916607295283554	939	0.051691	0.3039865	0.3231515	0.0457351
"5401"	"DDB_G0279387"	55552.4138971451	3052.53188979565	2937.61896991311	1931.35137884818	483	4292.555	1407.335	631.246	535.9395
"5402"	"DDB_G0279393"	12.1473324685302	21.7889917214211	27.8807011571072	10.4430953386554	1239	0.618935	8.009665	6.574725	0.9670315
"5403"	"DDB_G0279395"	11.9521604463769	52.1483878172057	67.5953741904595	28.6034561110176	1329	0.919987	13.64735	10.16012	6.218885
"5404"	"DDB_G0279397"	20.7240946118118	40.8337926320757	31.9443100264563	27.4187603744512	6180	0.9262515	1.460685	1.193315	1.81159
"5405"	"DDB_G0279403"	801.296683427445	48.863268021135	43.230234478886	35.9596705593655	1401	35.02605	22.24785	4.39951	7.984435
"5406"	"DDB_G0279405"	140.373937483973	762.358588131614	581.800574206733	472.302938141562	2088	8.75643	44.2217	32.9799	30.1384
"5407"	"DDB_G0279407"	3462.46670041837	4778.4261149184	4442.54698332995	2654.49858379179	459	213.4105	708.535	816.7725	348.1695
"5408"	"DDB_G0279409"	92.4267422611709	355.573702425945	529.998924116307	432.210354224762	3003	2.91545	12.7922	10.29089	9.35056
"5409"	"DDB_G0279411"	10498.5009307319	6298.19199997297	5782.34202894495	2509.80087401242	1152	282.97	251.265	458.2775	254.3825
"5410"	"DDB_G0279413"	188.416631701528	2864.78114169033	2138.20094762608	1925.86545736917	984	9.28523	161.708	186.618	164.427
"5411"	"DDB_G0279415"	6125.53538616908	5890.898768815	3358.98773270766	594.911338368128	600	407.1595	2269.865	1638.895	361.672
"5412"	"DDB_G0279417"	49.0022819079567	559.453659363948	544.994239879455	566.513415795374	6444	3.099145	3.898875	7.350135	7.036155
"5413"	"DDB_G0279419"	126.318349153973	203.140537837601	285.456220184275	443.01633879084	1473	1.71646	4.664015	4.638475	15.1372
"5414"	"DDB_G0279421"	21.3544144211862	89.0195839455527	94.2731084408614	239.548891578031	816	3.71451	15.6957	9.92344	18.2264
"5415"	"DDB_G0279423"	0	14.75677766829	22.4956978565753	110.585844047811	234	375.7615	830.643	425.065	392.159
"5416"	"DDB_G0279425"	354.92648064123	2688.08515889237	2651.48826854884	2852.6974057829	3717	4.46101	51.4742	51.47965	59.1015
"5417"	"DDB_G0279427"	90.9085072450765	497.049038384166	475.406767673426	511.964364085158	1806	4.635715	16.5072	15.5542	25.8655
"5418"	"DDB_G0279429"	436.63435331033	113.80244242625	71.2280424305418	835.972731032816	2064	5.184555	31.72345	8.904065	32.37145
"5419"	"DDB_G0279431"	1.58728830534128	190.81907766254	322.425624771762	176.170695275785	1581	0.01685055	3.179125	9.727635	5.277585
"5420"	"DDB_G0279433"	220.848542440995	325.448814670536	306.554950857707	208.187648719728	1104	50.2426	43.30425	30.5762	22.5248
"5421"	"DDB_G0279435"	21.8020054150345	37.1358058424193	121.71591063736	193.819576509602	1461	2.667025	3.73126	7.7789	14.76765
"5422"	"DDB_G0279437"	102.962617612455	42.893556068877	53.5129297192586	40.6948131480073	1122	6.991525	5.397755	2.65616	4.897465
"5423"	"DDB_G0279439"	197.122330244149	823.990227014766	708.125203430126	750.406251822519	2415	13.76115	180.489	53.44395	60.9489
"5424"	"DDB_G0279441"	11.815394599775	99.9313183883394	121.381858526342	80.7757750170099	3360	0.957881	2.64792	2.89517	2.724635
"5425"	"DDB_G0279443"	329.247749461591	287.321502591697	368.656037160617	119.111702578805	885	6.011545	50.06885	35.5564	18.4804
"5426"	"DDB_G0279445"	3.79644668386717	101.023081264944	104.308841664436	88.4137211918725	855	0.2183685	6.74266	3.667525	2.50206
"5427"	"DDB_G0279447"	1.20431622456192	0	1.71198025763223	2.18704640565897	486	37.1689	9.38814	5.36914	5.38812
"5428"	"DDB_G0279449"	129.642550797221	138.816123612796	79.0312876441041	54.7351579673115	3303	15.67195	43.84605	21.9866	6.639015
"5429"	"DDB_G0279451"	35.1413196757892	95.5558253554119	88.4744743682132	36.2568955463317	1095	5.387465	17.0331	13.6437	3.241785
"5430"	"DDB_G0279453"	5.59930402674605	69.384184161724	78.8126942365508	36.3770206990263	2595	0.3926955	3.97545	2.33461	0.978994
"5431"	"DDB_G0279455"	0	107.779474546311	239.800270593139	177.472174194756	840	0	0.6518915	27.13615	10.27004
"5432"	"DDB_G0279457"	0	0	0	1.47563104931721	225	0	0	0.859518	0
"5433"	"DDB_G0279459"	27.1737182909759	378.986371519946	279.285213380297	18.2403248915749	3099	6.26971	13.1294	23.63655	1.180653
"5434"	"DDB_G0279461"	148.065206639048	476.312431097861	512.955459327816	363.853062615172	3021	3.64709	31.41315	24.63785	30.94985
"5435"	"DDB_G0279463"	0	1049.12027900295	674.135762211006	184.645150604774	1623	0.5571725	4.16583	14.6762	8.70422
"5436"	"DDB_G0279465"	0.966230587147885	20.0594127974729	21.3195353350394	65.0986590973667	1305	0.280006	2.81809	1.744515	2.12446
"5437"	"DDB_G0279467"	0	80.4164259527799	54.373791115113	56.4903244112761	126	2.91143	2.75945	5.60826	9.257095
"5438"	"DDB_G0279469"	6.58412949972335	31.1851159037536	20.1221320012072	14.9097063980831	123	1.85369	5.907745	10.42885	1.4871065
"5439"	"DDB_G0279471"	1.76656863501463	0	1.00085014126761	1.6040502920917	339	0.261687	0.2091675	0.4112815	0.0710375
"5440"	"DDB_G0279473"	8.65985602811566	888.479064413314	1246.34125967804	599.968477278084	1230	0.221178	35.97025	49.79765	10.220965
"5441"	"DDB_G0279475"	2.47992237809454	115.757036648602	183.136136671764	128.307601649748	474	5.826555	39.0008	43.3071	14.4986
"5442"	"DDB_G0279477"	3.652256716807	50.7489522386379	48.565092049244	53.4360928580869	4092	0.5343945	1.84963	0.9634875	0.9262995
"5443"	"DDB_G0279479"	2.96213189141708	16.1000582261665	29.4143112618923	19.4616473596224	201	22.4412	131.0162	5.79166	3.653155
"5444"	"DDB_G0279481"	7.5622136928961	64.5752937029661	58.0817969763731	107.63239251456	975	3.08086	12.88485	7.713215	7.940995
"5445"	"DDB_G0279483"	0.161304227702129	61.2151603414047	197.10409802931	148.817782474932	3651	0.04672445	0.19852795	2.249855	4.181
"5446"	"DDB_G0279485"	14.7928190632525	19.0100813642955	18.6414270993655	23.1511255931645	4137	1.788095	0.891222	0.287596	0.5812615
"5447"	"DDB_G0279487"	92.9682562152095	53.8528736278309	31.4174170315233	30.0095811785407	8004	4.645515	6.474705	1.10788	1.27774
"5448"	"DDB_G0279489"	5.74716243907086	18.6400471618895	22.8023348179005	20.7643955360917	2541	0.837033	1.97101	1.57235	1.466215
"5449"	"DDB_G0279491"	16.0870875564515	33.0672819729471	28.313106311874	8.59013690252592	1725	3.54348	7.311845	5.1906	1.30666
"5450"	"DDB_G0279493"	7.78898912784499	1.64134507091112	1.35348239402789	1.31528946159725	2019	0.452446	0.1983065	0.05821285	0.166977
"5451"	"DDB_G0279495"	0	0	0	0	375	0.3808295	0.4565185	0.6551795	0.2129365
"5452"	"DDB_G0279497"	14.5514773155716	1.94560949113066	4.23884491238921	4.64619409558427	1668	1.533635	0.2841835	0.170358	0.4106175
"5453"	"DDB_G0279499"	11.3437218123797	115.71101058948	134.944604827996	48.5381187133762	588	1.875035	18.6217	29.084	4.271925
"5454"	"DDB_G0279501"	3.43147458825583	49.5451397814005	39.8865333797497	10.7302165121617	4881	0.5958525	1.721125	1.39504	0.225496
"5455"	"DDB_G0279503"	16.1449154825274	0.95197893403234	6.01369843202685	3.97055664875695	657	7.52076	1.627455	1.166415	0.657699
"5456"	"DDB_G0279505"	0	24.6425846150787	33.14640714208	80.2756301985997	447	0	6.999185	27.7982	15.1661
"5457"	"DDB_G0279507"	115.519385354528	140.321502689614	197.394449533239	55.3166435930069	1551	4.08659	7.910645	11.5818	3.00397
"5458"	"DDB_G0279509"	9.34838491135605	25.1032532758934	18.3108018824812	7.03693137033483	3597	0.685694	1.091025	0.817752	0.3558035
"5459"	"DDB_G0279511"	23.2441306875415	352.388453278591	506.518848067987	449.994073406708	3690	1.56907	9.43055	15.4607	9.649455
"5460"	"DDB_G0279513"	12.1690558206	10.6450649287229	16.1476463250059	16.0048530231896	1854	2.29792	11.89845	3.40688	1.050975
"5461"	"DDB_G0279515"	23.8195111352342	48.9709142117618	53.9538922827517	29.9478629590499	2979	1.57528	4.132805	1.623135	1.064232
"5462"	"DDB_G0279517"	0	3.23026981691833	1.15130664552216	1.88162586467678	1653	0.4593105	2.38846	0.6009295	0.4835195
"5463"	"DDB_G0279519"	24.5431561630378	57.5446913778395	40.4993419138519	9.81604091693183	714	19.72365	29.26455	19.29585	5.44024
"5464"	"DDB_G0279521"	0	0	0	0	636	0.2858295	0.0548612	0	0.0407421
"5465"	"DDB_G0279523"	9.25872903591225	0.986440839213226	0.214327567860122	0.338370447075202	1944	0.00431199	0.0237803	0.0204179	0.0235438
"5466"	"DDB_G0279525"	5.7163904153731	1.20806657943428	0.64772463875649	0	513	1.47682	0.5253995	0.0335224	0.08876265
"5467"	"DDB_G0279527"	72.0104675147896	61.8534991362971	74.499609952321	39.3499972700941	3702	9.068855	7.484235	4.472325	2.653905
"5468"	"DDB_G0279529"	0	10.6811573321004	45.8570840723015	1480.2730066938	1896	0.009242345	0.23545	1.471675	60.60045
"5469"	"DDB_G0279531"	0	2.81508339285005	6.69880638313509	0	699	0.496363	1.575895	1.75277	0.3164215
"5470"	"DDB_G0279533"	0	0	1.08510880173341	1.14208525860223	1686	0.161481	0.311336	0.2582085	0.1334155
"5471"	"DDB_G0279535"	45.388910199868	52.9689670400114	48.2694438529903	23.870961294877	891	9.71253	12.3025	7.51481	5.09549
"5472"	"DDB_G0279537"	156.675408821782	268.133392879973	220.635965582735	151.131316054523	3432	4.52241	10.67315	10.96425	5.478905
"5473"	"DDB_G0279539"	632.847594302342	1402.5082231093	1145.39245832979	830.532060530787	1122	21.10025	120.4305	108.799	52.25095
"5474"	"DDB_G0279541"	0	4.91258623339819	0.502696768719045	2443.45378878195	660	0	0.03007845	0.1264265	631.1745
"5475"	"DDB_G0279543"	0	0	0	68.4963262004153	249	0	0.366473	0	5.788825
"5476"	"DDB_G0279545"	0	0	0	100.827767731889	879	0.01127935	0.0143075	0	20.4365
"5477"	"DDB_G0279547"	0.608404258695155	5.29713289029429	4.75050073970193	4.89109353921067	1023	0.209344	0.6158095	0.5916775	0.287642
"5478"	"DDB_G0279549"	420.136748459776	382.703962379148	267.459953020342	116.169217423862	702	62.65165	131.936	77.545	18.82125
"5479"	"DDB_G0279551"	2.78242841280372	3.63325430367576	11.1704804048677	3.04597340636971	714	2.43137	0.5107025	0.723677	0.5615965
"5480"	"DDB_G0279553"	5.967294695919	55.9406207439545	57.802621928462	4.43978979852221	1410	0.8984665	2.46938	3.248545	0.350558
"5481"	"DDB_G0279555"	2.66211187166827	108.434316864575	88.1866744019014	51.738678854907	1056	1.2540465	65.01505	17.0379	6.38449
"5482"	"DDB_G0279557"	369.248183241676	106.886464054391	87.4580820227536	3594.95068467345	2349	4.956075	6.90266	3.740605	153.53
"5483"	"DDB_G0279559"	29.3043560200397	315.486380203195	284.860797309036	349.983166648717	2711	5.42466	19.5883	16.4142	20.0821
"5484"	"DDB_G0279561"	901.712123848865	574.765733058985	747.504013595679	387.946711570928	1629	26.38825	15.43245	22.2712	18.83655
"5485"	"DDB_G0279563"	86.7902315631413	294.18546988743	240.714583267951	182.810905944552	576	4.05606	14.24925	10.20793	8.69875
"5486"	"DDB_G0279565"	24.649487773892	120.534171240709	114.847191673841	31.1518185733797	3285	2.06564	4.178635	3.736045	1.210155
"5487"	"DDB_G0279567"	0	0	0.426550252739008	0.68362687807709	831	0.0121653	0.219798	0.0297064	0.0956363
"5488"	"DDB_G0279569"	34.8806639958874	71.0122465221467	141.537075217635	98.2110973291113	5298	0.919434	7.32001	3.99223	4.2131
"5489"	"DDB_G0279571"	17.2032274237524	6.31318108041538	7.22135980794359	3.7687296554372	1614	0.608776	3.5149	1.69738	4.269365
"5490"	"DDB_G0279573"	6.89678952763593	2.99401805657122	2.1913337417146	1.79736328037729	5220	0.787147	0.6100045	0.0609379	0.146748
"5491"	"DDB_G0279575"	70.2800019689192	34.9078934023307	28.5092558492665	24.1395603977231	5328	2.00781	5.15831	0.641401	1.075835
"5492"	"DDB_G0279577"	45.7439874427345	9.25199238635905	2.82362416802783	1.54410271005662	4266	0.3012575	2.22325	0.163608	0.161935
"5493"	"DDB_G0279579"	27.7211495582001	3.377650298895	0.801229631797527	0.70388263579648	963	0.0818604	0.9610625	0.0483682	0.04437285
"5494"	"DDB_G0279581"	0	0	1.42275378191043	0	294	0.2418115	0.8256305	0.1190845	0.5146935
"5495"	"DDB_G0279583"	0.806749432746984	2.12468108969833	2.32788433101154	0.89394651261935	2766	0.2298365	0.377669	0.10587575	0.05719345
"5496"	"DDB_G0279585"	44.8364460543393	201.771924246088	268.750709108229	263.543308818856	1185	0.5164545	26.72615	20.0736	19.9425
"5497"	"DDB_G0279587"	1.00175840731086	0.796864090870325	1.63083550926966	0.807521765771805	852	1.694275	0.73786	0.0855851	0.3688475
"5498"	"DDB_G0279589"	44.9023016972308	33.9015602535449	61.2592129551681	19.8340860823924	453	18.7106	198.518	136.6495	11.3295
"5499"	"DDB_G0279591"	261.993530434553	1152.49953968987	1778.95825070593	2041.82234375286	2208	33.1326	18.81745	32.93625	67.52075
"5500"	"DDB_G0279593"	13.2063080799252	62.0790740490292	44.5744003355369	16.7199636121941	2274	2.3651	7.203505	4.446035	2.0926
"5501"	"DDB_G0279597"	7.98417999797647	3.62704120876839	2.85276785919493	3.67803182062393	3711	0.2755475	0.6537925	0.0648052	0.1875555
"5502"	"DDB_G0279599"	0.79904806119872	8.22348638534972	20.3551661731846	51.6464071373745	1548	0.297589	2.25488	1.69015	4.64177
"5503"	"DDB_G0279601"	0	0.69468099817585	1.50459756579406	1.30342149273971	1830	0.893235	0.4168215	0.10876605	0.2319625
"5504"	"DDB_G0279603"	21.6604574944831	126.079920920955	105.12759557616	83.1980083603235	429	1.77453	6.051425	6.260115	5.27386
"5505"	"DDB_G0279605"	568.961450633778	1768.13349476922	1443.89420268282	904.205848672744	588	113.254	679.61	816.9865	354.228
"5506"	"DDB_G0279607"	409.641365127824	284.074133892541	279.196838710707	392.973103507451	3657	17.15005	62.2928	31.12645	17.5465
"5507"	"DDB_G0279609"	0	1.57782247848907	1.30171719894382	316.560497230751	1260	0.02144295	0.08294705	0.2391875	7.73629
"5508"	"DDB_G0279611"	134.530714502649	24.8119954694177	23.3886196216963	25.4875317638548	846	11.002465	11.06975	1.775735	2.63135
"5509"	"DDB_G0279613"	163.932115179921	111.094704411615	120.154889536427	54.0421386962903	1770	13.2596	14.519535	2.94896	4.076365
"5510"	"DDB_G0279615"	0	953.62224783523	1972.83053552218	173.176165846327	333	0	23.82075	118.898	22.17745
"5511"	"DDB_G0279617"	1.45791669131935	151.788302228634	425.107418119748	698.159646777613	633	0	6.759675	6.551735	16.6771
"5512"	"DDB_G0279619"	26.6590695503167	1.86107525331957	2.24969841280291	3.95273361270551	528	0.618651	5.3505	1.07095	0.2732255
"5513"	"DDB_G0279621"	71.081780384677	53.795366855968	42.6317184003489	6.94846368594142	516	1.630805	5.365725	0.7560755	0.7677115
"5514"	"DDB_G0279623"	88.2965285207561	2.16691502178746	11.6394371455356	15.2298566052532	489	0.381902	5.20324	1.116145	0.8082895
"5515"	"DDB_G0279625"	0	0	0	0	147	7.628355	0.945882	0	1.580678
"5516"	"DDB_G0279627"	2.01091811953673	1.52644799097651	3.48205553879933	2.93269757291973	405	7.02735	4.538385	1.756055	0.89879
"5517"	"DDB_G0279629"	138.047693891404	559.771386436466	682.998658346286	644.067357537539	1761	4.08811	23.31565	27.0925	17.2514
"5518"	"DDB_G0279633"	276.489163204226	421.483904356413	223.530395394009	46.4549104083513	978	10.206095	63.6606	28.44475	5.40993
"5519"	"DDB_G0279635"	13.5867537972629	78.5082177534853	63.1721229883653	45.1773214755781	1200	2.832565	13.0219	9.644345	5.21492
"5520"	"DDB_G0279637"	19.2459890265932	78.5562025261156	106.421777820245	145.667439339757	903	1.923755	16.72865	12.0756	10.755055
"5521"	"DDB_G0279639"	315.776524096833	210.152295889172	201.727688373353	512.706854451391	3030	7.59447	15.42315	13.0493	15.08285
"5522"	"DDB_G0279641"	8.10970930506483	67.2245276485804	71.9149424070779	38.8194570427654	993	4.071745	8.96399	7.19071	2.42866
"5523"	"DDB_G0279643"	0.501068315456905	12.9101526542981	25.9803070822109	387.402776205606	2340	0.01839995	0.04855385	0.3293415	35.5141
"5524"	"DDB_G0279645"	5.86515695339416	18.6113494030836	34.6661244722464	204.392258710824	1161	0.5581115	5.04124	2.288165	14.3388
"5525"	"DDB_G0279647"	83.7212254815938	99.1642195814527	76.4641524084768	70.5209485944525	1137	9.453685	27.22295	17.397	8.109385
"5526"	"DDB_G0279649"	259.243849466661	312.517987433047	321.465679250431	272.859844717885	4002	5.03266	26.11345	17.7113	10.11075
"5527"	"DDB_G0279651"	0	6.64493422239087	14.154875124079	343.884326710363	384	0.1390185	0.0791735	0.4829165	302.0825
"5528"	"DDB_G0279653"	78.5911213603807	276.851426396806	201.022622705842	218.81184743951	2280	3.31914	10.32516	8.904485	25.9695
"5529"	"DDB_G0279655"	52.3597185057032	101.61067539768	76.0431508090115	20.3970412399504	1407	3.81737	15.41675	12.1293	2.41834
"5530"	"DDB_G0279657"	150.290801522124	296.208418790251	271.878332664977	135.772449681993	5034	2.0184	15.53985	15.1142	7.509135
"5531"	"DDB_G0279659"	342.645199800187	859.981791120954	426.512201892737	374.563091463944	2766	9.668335	47.5748	24.8362	9.59085
"5532"	"DDB_G0279661"	11.0353451265997	132.363154627201	116.171590517904	59.050785344834	537	4.98705	21.721	15.61195	6.95934
"5533"	"DDB_G0279663"	408.362589508064	255.222637728959	197.825913839446	71.281931762617	777	11.13251	24.78965	23.9057	5.812945
"5534"	"DDB_G0279665"	133.7816131953	26.2385364554025	21.619215250911	46.6618280080356	4134	10.40571	1.65955	0.8836555	1.745115
"5535"	"DDB_G0279667"	95833.9090988637	81016.9526392969	77784.2831537485	17457.6996519961	465	1594.285	1586.465	2332.05	507.5085
"5536"	"DDB_G0279669"	5.00240730408978	8.14828931762158	7.2986606695542	2.03657896468283	2265	0.4914805	1.822265	0.7013275	0.2224665
"5537"	"DDB_G0279671"	0	61.6859237305472	53.5327178734029	10.6906268659771	1605	0.00536735	12.4251	6.727905	0.7247135
"5538"	"DDB_G0279673"	182.079545857008	511.981654227448	455.716171671651	489.198837917663	1941	1.7408	11.41175	7.793045	9.71473
"5539"	"DDB_G0279675"	53.8803999476491	96.3310441553752	75.5714419215319	335.400943706517	1623	1.74085	14.56115	5.00138	37.21105
"5540"	"DDB_G0279677"	50.6068990845275	230.316034675407	219.488060816327	125.420764116244	675	23.98325	93.4017	79.00525	16.5871
